                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                 1.0865,                 1.0056,                0.93567,                0.93729,                0.93544,                0.98372,                 0.6829,                 1.1821,                  1.645,                0.96936,              0.0013864,              0.0013864,              0.0013864
                     36,                 1.0058,                 1.0618,                0.95375,                0.95394,                0.92295,                0.98613,                0.69663,                 1.0635,                 1.7333,                0.93204,              0.0013782,              0.0013782,              0.0013782
                     37,                0.99899,                  1.208,                0.93936,                0.95394,                0.92295,                0.98613,                0.69663,                 1.0635,                 1.7333,                0.93204,              0.0013699,              0.0013699,              0.0013699
                     38,                0.99523,                 1.2048,                0.94334,                0.95394,                0.92295,                0.98613,                0.69663,                 1.0635,                 1.7333,                0.93204,              0.0013617,              0.0013617,              0.0013617
                     39,                 1.0072,                 1.1344,                0.95392,                0.94473,                      1,                0.98839,                0.72623,                 1.0619,                 1.5458,                0.93578,              0.0013534,              0.0013534,              0.0013534
                     40,                 1.0394,                 1.1297,                0.91406,                0.94473,                      1,                0.98839,                0.72623,                 1.0619,                 1.5458,                0.93578,              0.0013452,              0.0013452,              0.0013452
                     41,                 1.0021,                  1.131,                0.94736,                0.95529,                0.96704,                0.99375,                0.72527,                 1.0653,                 1.3123,                0.95411,              0.0013369,              0.0013369,              0.0013369
                     42,                0.93141,                0.98649,                0.92508,                0.95529,                0.96704,                0.99375,                0.72527,                 1.0653,                 1.3123,                0.95411,              0.0013287,              0.0013287,              0.0013287
                     43,                0.96168,                0.99611,                0.93068,                0.95529,                0.96704,                0.99375,                0.72527,                 1.0653,                 1.3123,                0.95411,              0.0013204,              0.0013204,              0.0013204
                     44,                0.98146,                 1.0283,                0.94709,                0.96216,                0.99307,                  0.995,                0.73036,                 1.0247,                 1.1348,                0.95343,              0.0013122,              0.0013122,              0.0013122
                     45,                 1.0069,                 1.0576,                0.96344,                0.96216,                0.99307,                  0.995,                0.73036,                 1.0247,                 1.1348,                0.95343,              0.0013039,              0.0013039,              0.0013039
                     46,                0.95869,                0.98144,                0.95083,                0.96216,                0.99307,                  0.995,                0.73036,                 1.0247,                 1.1348,                0.95343,              0.0012957,              0.0012957,              0.0012957
                     47,                 0.9948,                0.92512,                0.92538,                0.97842,                      1,                  0.995,                0.72521,                 1.0364,                0.99141,                0.93945,              0.0012874,              0.0012874,              0.0012874
                     48,                0.93343,                0.98725,                0.97803,                0.97842,                      1,                  0.995,                0.72521,                 1.0364,                0.99141,                0.93945,              0.0012792,              0.0012792,              0.0012792
                     49,                 1.0409,                 0.9932,                0.97859,                0.99183,                      1,                  0.995,                0.64695,                 1.2958,                0.92648,                 1.0138,              0.0012709,              0.0012709,              0.0012709
                     50,                 1.0337,                 1.1611,                 1.0091,                0.99183,                      1,                  0.995,                0.64695,                 1.2958,                0.92648,                 1.0138,              0.0012627,              0.0012627,              0.0012627
                     51,                 1.0614,                0.99948,                0.96371,                0.99183,                      1,                  0.995,                0.64695,                 1.2958,                0.92648,                 1.0138,              0.0012544,              0.0012544,              0.0012544
                     52,                0.99696,                 1.0207,                0.94875,                0.99087,                0.99884,                  0.995,                0.70784,                 1.1637,                0.99703,                0.99781,              0.0012462,              0.0012462,              0.0012462
                     53,                0.94207,                 1.0141,                0.96495,                0.99087,                0.99884,                  0.995,                0.70784,                 1.1637,                0.99703,                0.99781,              0.0012379,              0.0012379,              0.0012379
                     54,                0.89363,                0.92044,                0.93672,                0.99087,                0.99884,                  0.995,                0.70784,                 1.1637,                0.99703,                0.99781,              0.0012297,              0.0012297,              0.0012297
                     55,                0.97075,                0.98056,                0.92303,                0.97482,                0.95837,                0.99397,                0.67879,                 1.2122,                 1.0785,                 1.0467,              0.0012214,              0.0012214,              0.0012214
                     56,                0.97164,                 1.0195,                0.93439,                0.97482,                0.95837,                0.99397,                0.67879,                 1.2122,                 1.0785,                 1.0467,              0.0012132,              0.0012132,              0.0012132
                     57,                0.98571,                0.98098,                0.95144,                0.88901,                0.94984,                0.99306,                 0.7005,                 1.1433,                 1.1234,                 1.0424,              0.0012049,              0.0012049,              0.0012049
                     58,                 1.0513,                 1.1494,                0.97872,                0.88901,                0.94984,                0.99306,                 0.7005,                 1.1433,                 1.1234,                 1.0424,              0.0011967,              0.0011967,              0.0011967
                     59,                  1.007,                 1.0839,                0.99076,                0.88901,                0.94984,                0.99306,                 0.7005,                 1.1433,                 1.1234,                 1.0424,              0.0011884,              0.0011884,              0.0011884
                     60,                 1.0244,                 1.0727,                0.94128,                0.98425,                      1,                  0.995,                0.66052,                 1.1877,                0.83365,                 1.0668,              0.0011802,              0.0011802,              0.0011802
                     61,                 1.0225,                 1.0082,                0.92132,                0.98425,                      1,                  0.995,                0.66052,                 1.1877,                0.83365,                 1.0668,              0.0011719,              0.0011719,              0.0011719
                     62,                0.99969,                0.97153,                0.96097,                0.98425,                      1,                  0.995,                0.66052,                 1.1877,                0.83365,                 1.0668,              0.0011636,              0.0011636,              0.0011636
                     63,                0.96776,                0.93083,                0.93858,                0.99715,                      1,                  0.995,                0.66973,                 1.2113,                0.88354,                 1.1168,              0.0011554,              0.0011554,              0.0011554
                     64,                 1.0023,                 1.0647,                 1.0219,                0.99715,                      1,                  0.995,                0.66973,                 1.2113,                0.88354,                 1.1168,              0.0011471,              0.0011471,              0.0011471
                     65,                0.98524,                0.93054,                0.95103,                0.98946,                      1,                  0.995,                0.71559,                 1.1844,                0.93813,                 1.0728,              0.0011389,              0.0011389,              0.0011389
                     66,                0.95716,                 0.9471,                0.94255,                0.98946,                      1,                  0.995,                0.71559,                 1.1844,                0.93813,                 1.0728,              0.0011306,              0.0011306,              0.0011306
                     67,                0.95731,                0.87706,                0.94197,                0.98946,                      1,                  0.995,                0.71559,                 1.1844,                0.93813,                 1.0728,              0.0011224,              0.0011224,              0.0011224
                     68,                0.93539,                0.94711,                0.95496,                0.99271,                      1,                  0.995,                0.72905,                 1.1137,                0.82062,                  1.031,              0.0011141,              0.0011141,              0.0011141
                     69,                0.92376,                 0.9388,                 1.0048,                0.99271,                      1,                  0.995,                0.72905,                 1.1137,                0.82062,                  1.031,              0.0011059,              0.0011059,              0.0011059
                     70,                0.91358,                0.91146,                0.95566,                0.99271,                      1,                  0.995,                0.72905,                 1.1137,                0.82062,                  1.031,              0.0010976,              0.0010976,              0.0010976
                     71,                0.95538,                0.84511,                0.92237,                0.99018,                      1,                  0.995,                0.78023,                0.94101,                0.72468,                0.96739,              0.0010894,              0.0010894,              0.0010894
                     72,                0.99901,                0.89988,                0.94545,                0.99018,                      1,                  0.995,                0.78023,                0.94101,                0.72468,                0.96739,              0.0010811,              0.0010811,              0.0010811
                     73,                0.92805,                   0.93,                0.93988,                0.98612,                0.99628,                  0.995,                 0.7887,                0.90871,                0.71878,                0.95286,              0.0010729,              0.0010729,              0.0010729
                     74,                0.92241,                0.90235,                0.94955,                0.98612,                0.99628,                  0.995,                 0.7887,                0.90871,                0.71878,                0.95286,              0.0010646,              0.0010646,              0.0010646
                     75,                0.89904,                0.95371,                0.99401,                0.98612,                0.99628,                  0.995,                 0.7887,                0.90871,                0.71878,                0.95286,              0.0010564,              0.0010564,              0.0010564
                     76,                0.96167,                0.89954,                0.99205,                0.98842,                0.99165,                  0.995,                0.74222,                 1.0397,                0.76768,                  1.009,              0.0010481,              0.0010481,              0.0010481
                     77,                0.98475,                0.88042,                0.94304,                0.98842,                0.99165,                  0.995,                0.74222,                 1.0397,                0.76768,                  1.009,              0.0010399,              0.0010399,              0.0010399
                     78,                0.92032,                0.83207,                0.94104,                0.98842,                0.99165,                  0.995,                0.74222,                 1.0397,                0.76768,                  1.009,              0.0010316,              0.0010316,              0.0010316
                     79,                0.92428,                0.84886,                0.89272,                0.98864,                      1,                  0.995,                0.70825,                 1.1183,                 0.7837,                 1.0411,              0.0010234,              0.0010234,              0.0010234
                     80,                0.96069,                0.85083,                   0.94,                0.98864,                      1,                  0.995,                0.70825,                 1.1183,                 0.7837,                 1.0411,              0.0010151,              0.0010151,              0.0010151
                     81,                0.95426,                0.85637,                0.96025,                0.99536,                      1,                  0.995,                0.72788,                 1.0097,                0.78309,                0.98648,              0.0010069,              0.0010069,              0.0010069
                     82,                0.96268,                0.86637,                0.92834,                0.99536,                      1,                  0.995,                0.72788,                 1.0097,                0.78309,                0.98648,             0.00099862,             0.00099862,             0.00099862
                     83,                0.96132,                 0.8776,                0.94625,                0.99536,                      1,                  0.995,                0.72788,                 1.0097,                0.78309,                0.98648,             0.00099036,             0.00099036,             0.00099036
                     84,                0.88473,                 0.8554,                0.94805,                 0.9957,                      1,                  0.995,                0.78852,                0.90347,                0.76362,                0.94129,             0.00098211,             0.00098211,             0.00098211
                     85,                 0.8996,                0.85156,                0.93432,                 0.9957,                      1,                  0.995,                0.78852,                0.90347,                0.76362,                0.94129,             0.00097386,             0.00097386,             0.00097386
                     86,                0.89468,                0.86495,                0.94123,                 0.9957,                      1,                  0.995,                0.78852,                0.90347,                0.76362,                0.94129,             0.00096561,             0.00096561,             0.00096561
                     87,                0.92415,                0.85528,                0.91989,                0.99124,                      1,                  0.995,                0.79911,                0.84737,                0.77528,                0.93111,             0.00095736,             0.00095736,             0.00095736
                     88,                 1.0163,                0.86933,                 0.9246,                0.99124,                      1,                  0.995,                0.79911,                0.84737,                0.77528,                0.93111,             0.00094911,             0.00094911,             0.00094911
                     89,                0.92556,                0.78335,                0.91586,                0.98788,                      1,                  0.995,                0.81565,                0.80913,                0.81001,                0.92185,             0.00094085,             0.00094085,             0.00094085
                     90,                0.90535,                0.78466,                0.94909,                0.98788,                      1,                  0.995,                0.81565,                0.80913,                0.81001,                0.92185,              0.0009326,              0.0009326,              0.0009326
                     91,                0.86922,                0.83623,                0.93361,                0.98788,                      1,                  0.995,                0.81565,                0.80913,                0.81001,                0.92185,             0.00092435,             0.00092435,             0.00092435
                     92,                0.94403,                0.87018,                0.91665,                0.98504,                      1,                  0.995,                0.80339,                0.83843,                0.78169,                0.92571,              0.0009161,              0.0009161,              0.0009161
                     93,                0.83295,                0.80622,                0.92338,                0.98504,                      1,                  0.995,                0.80339,                0.83843,                0.78169,                0.92571,             0.00090785,             0.00090785,             0.00090785
                     94,                0.94269,                0.87347,                0.91761,                0.98504,                      1,                  0.995,                0.80339,                0.83843,                0.78169,                0.92571,              0.0008996,              0.0008996,              0.0008996
                     95,                0.86498,                0.81855,                0.92201,                0.98184,                      1,                  0.995,                0.78808,                 0.9193,                0.73311,                0.95161,             0.00089134,             0.00089134,             0.00089134
                     96,                0.89206,                 0.8262,                0.92148,                0.98184,                      1,                  0.995,                0.78808,                 0.9193,                0.73311,                0.95161,             0.00088309,             0.00088309,             0.00088309
                     97,                0.97024,                0.90832,                 1.0024,                0.98971,                      1,                  0.995,                0.74999,                 1.0075,                0.72174,                0.97559,             0.00087484,             0.00087484,             0.00087484
                     98,                 0.9584,                0.80349,                0.93499,                0.98971,                      1,                  0.995,                0.74999,                 1.0075,                0.72174,                0.97559,             0.00086659,             0.00086659,             0.00086659
                     99,                 1.0539,                0.79157,                0.93389,                0.98971,                      1,                  0.995,                0.74999,                 1.0075,                0.72174,                0.97559,             0.00085834,             0.00085834,             0.00085834
                    100,                0.97949,                 0.8442,                0.97906,                 0.9788,                      1,                  0.995,                0.74969,                 1.0443,                0.71421,                0.98458,             0.00085009,             0.00085009,             0.00085009
                    101,                0.95413,                0.80845,                0.94106,                 0.9788,                      1,                  0.995,                0.74969,                 1.0443,                0.71421,                0.98458,             0.00084184,             0.00084184,             0.00084184
                    102,                 1.0502,                0.95817,                0.96919,                 0.9788,                      1,                  0.995,                0.74969,                 1.0443,                0.71421,                0.98458,             0.00083358,             0.00083358,             0.00083358
                    103,                0.95285,                0.81569,                0.92709,                0.97695,                      1,                  0.995,                0.79395,                 0.9225,                0.73644,                0.94577,             0.00082533,             0.00082533,             0.00082533
                    104,                 0.8668,                0.79486,                0.91811,                0.97695,                      1,                  0.995,                0.79395,                 0.9225,                0.73644,                0.94577,             0.00081708,             0.00081708,             0.00081708
                    105,                 1.0039,                0.83478,                 0.9466,                0.97557,                      1,                0.99375,                0.80754,                0.78666,                  0.695,                0.90115,             0.00080883,             0.00080883,             0.00080883
                    106,                0.90381,                0.83466,                0.92574,                0.97557,                      1,                0.99375,                0.80754,                0.78666,                  0.695,                0.90115,             0.00080058,             0.00080058,             0.00080058
                    107,                0.91224,                0.79754,                0.92254,                0.97557,                      1,                0.99375,                0.80754,                0.78666,                  0.695,                0.90115,             0.00079233,             0.00079233,             0.00079233
                    108,                0.92074,                0.85254,                0.96399,                0.96659,                      1,                 0.9925,                0.78896,                0.74738,                0.70204,                0.88888,             0.00078407,             0.00078407,             0.00078407
                    109,                  0.823,                0.80371,                0.93158,                0.96659,                      1,                 0.9925,                0.78896,                0.74738,                0.70204,                0.88888,             0.00077582,             0.00077582,             0.00077582
                    110,                0.91513,                0.79023,                0.91429,                0.96659,                      1,                 0.9925,                0.78896,                0.74738,                0.70204,                0.88888,             0.00076757,             0.00076757,             0.00076757
                    111,                 0.8969,                0.80192,                0.92113,                0.95894,                      1,                0.98839,                0.77326,                0.73927,                0.72199,                0.88695,             0.00075932,             0.00075932,             0.00075932
                    112,                0.86175,                0.80127,                0.90086,                0.95894,                      1,                0.98839,                0.77326,                0.73927,                0.72199,                0.88695,             0.00075107,             0.00075107,             0.00075107
                    113,                0.92737,                0.82972,                0.92908,                0.95893,                      1,                0.98786,                0.77883,                0.75702,                0.69109,                  0.898,             0.00074282,             0.00074282,             0.00074282
                    114,                0.90213,                0.83505,                0.95799,                0.95893,                      1,                0.98786,                0.77883,                0.75702,                0.69109,                  0.898,             0.00073456,             0.00073456,             0.00073456
                    115,                0.85422,                0.79533,                0.88204,                0.95893,                      1,                0.98786,                0.77883,                0.75702,                0.69109,                  0.898,             0.00072631,             0.00072631,             0.00072631
                    116,                0.88642,                0.84381,                0.94211,                0.96715,                      1,                0.99179,                0.79511,                0.81168,                0.67194,                0.92061,             0.00071806,             0.00071806,             0.00071806
                    117,                0.80653,                0.75046,                0.89954,                0.96715,                      1,                0.99179,                0.79511,                0.81168,                0.67194,                0.92061,             0.00070981,             0.00070981,             0.00070981
                    118,                0.82006,                0.75369,                0.96261,                0.96715,                      1,                0.99179,                0.79511,                0.81168,                0.67194,                0.92061,             0.00070156,             0.00070156,             0.00070156
                    119,                0.87578,                0.77058,                0.93963,                0.97317,                      1,                0.99375,                 0.7803,                0.86139,                0.66716,                0.94504,             0.00069331,             0.00069331,             0.00069331
                    120,                0.90932,                 0.7926,                0.91225,                0.97317,                      1,                0.99375,                 0.7803,                0.86139,                0.66716,                0.94504,             0.00068505,             0.00068505,             0.00068505
                    121,                 0.8827,                0.77305,                0.92561,                0.97658,                      1,                0.99446,                 0.7802,                0.85254,                0.67016,                0.94689,              0.0006768,              0.0006768,              0.0006768
                    122,                0.82962,                0.75623,                0.90489,                0.97658,                      1,                0.99446,                 0.7802,                0.85254,                0.67016,                0.94689,             0.00066855,             0.00066855,             0.00066855
                    123,                0.89212,                0.78485,                0.94702,                0.97658,                      1,                0.99446,                 0.7802,                0.85254,                0.67016,                0.94689,              0.0006603,              0.0006603,              0.0006603
                    124,                0.82772,                0.78282,                0.90916,                0.97708,                      1,                0.99446,                0.79353,                0.82209,                0.65571,                0.94363,             0.00065205,             0.00065205,             0.00065205
                    125,                0.90141,                0.83813,                 0.9376,                0.97708,                      1,                0.99446,                0.79353,                0.82209,                0.65571,                0.94363,              0.0006438,              0.0006438,              0.0006438
                    126,                0.88211,                0.75335,                0.91903,                0.97708,                      1,                0.99446,                0.79353,                0.82209,                0.65571,                0.94363,             0.00063554,             0.00063554,             0.00063554
                    127,                0.83213,                0.73793,                0.91337,                0.97627,                      1,                0.99375,                0.79366,                0.79453,                0.62212,                0.93871,             0.00062729,             0.00062729,             0.00062729
                    128,                0.91096,                0.77004,                0.94451,                0.97627,                      1,                0.99375,                0.79366,                0.79453,                0.62212,                0.93871,             0.00061904,             0.00061904,             0.00061904
                    129,                0.83727,                0.73903,                0.95953,                0.97729,                 0.9991,                0.99446,                0.76718,                0.81675,                0.61065,                0.94664,             0.00061079,             0.00061079,             0.00061079
                    130,                0.90706,                0.75818,                0.93975,                0.97729,                 0.9991,                0.99446,                0.76718,                0.81675,                0.61065,                0.94664,             0.00060254,             0.00060254,             0.00060254
                    131,                0.81914,                0.76768,                 0.9213,                0.97729,                 0.9991,                0.99446,                0.76718,                0.81675,                0.61065,                0.94664,             0.00059429,             0.00059429,             0.00059429
                    132,                0.86153,                0.75008,                0.93598,                0.99441,                0.99599,                  0.995,                0.76893,                0.84256,                0.59119,                 0.9577,             0.00058603,             0.00058603,             0.00058603
                    133,                0.84757,                0.72452,                0.92297,                0.99441,                0.99599,                  0.995,                0.76893,                0.84256,                0.59119,                 0.9577,             0.00057778,             0.00057778,             0.00057778
                    134,                0.80993,                0.71062,                0.90136,                0.99441,                0.99599,                  0.995,                0.76893,                0.84256,                0.59119,                 0.9577,             0.00056953,             0.00056953,             0.00056953
                    135,                0.78842,                0.79272,                0.93309,                 0.9867,                      1,                  0.995,                0.74488,                0.87558,                0.57438,                0.96936,             0.00056128,             0.00056128,             0.00056128
                    136,                0.81789,                0.73306,                0.90411,                 0.9867,                      1,                  0.995,                0.74488,                0.87558,                0.57438,                0.96936,             0.00055303,             0.00055303,             0.00055303
                    137,                0.88397,                0.77518,                0.93703,                0.98698,                      1,                  0.995,                0.74715,                0.85512,                 0.5527,                0.95569,             0.00054478,             0.00054478,             0.00054478
                    138,                0.85804,                0.73308,                0.93484,                0.98698,                      1,                  0.995,                0.74715,                0.85512,                 0.5527,                0.95569,             0.00053652,             0.00053652,             0.00053652
                    139,                0.83107,                0.72809,                0.91559,                0.98698,                      1,                  0.995,                0.74715,                0.85512,                 0.5527,                0.95569,             0.00052827,             0.00052827,             0.00052827
                    140,                0.87564,                0.71348,                0.90266,                0.98922,                      1,                  0.995,                0.74226,                0.87046,                0.56231,                0.95657,             0.00052002,             0.00052002,             0.00052002
                    141,                0.80457,                0.69252,                0.92809,                0.98922,                      1,                  0.995,                0.74226,                0.87046,                0.56231,                0.95657,             0.00051177,             0.00051177,             0.00051177
                    142,                0.84692,                0.70153,                0.89076,                0.98922,                      1,                  0.995,                0.74226,                0.87046,                0.56231,                0.95657,             0.00050352,             0.00050352,             0.00050352
                    143,                0.81572,                0.72795,                0.90866,                0.99352,                0.99982,                  0.995,                0.73352,                0.93043,                0.57566,                0.97695,             0.00049527,             0.00049527,             0.00049527
                    144,                0.82711,                0.71322,                0.88407,                0.99352,                0.99982,                  0.995,                0.73352,                0.93043,                0.57566,                0.97695,             0.00048701,             0.00048701,             0.00048701
                    145,                 0.8848,                 0.7672,                0.92773,                 0.9941,                0.99712,                  0.995,                0.74315,                0.93276,                0.57194,                0.97669,             0.00047876,             0.00047876,             0.00047876
                    146,                0.82679,                0.68902,                 0.9041,                 0.9941,                0.99712,                  0.995,                0.74315,                0.93276,                0.57194,                0.97669,             0.00047051,             0.00047051,             0.00047051
                    147,                0.83317,                0.73213,                0.91981,                 0.9941,                0.99712,                  0.995,                0.74315,                0.93276,                0.57194,                0.97669,             0.00046226,             0.00046226,             0.00046226
                    148,                0.80891,                0.67012,                0.89285,                0.99448,                0.99677,                  0.995,                0.76365,                0.87728,                 0.5615,                0.95174,             0.00045401,             0.00045401,             0.00045401
                    149,                0.78173,                0.78556,                0.92173,                0.99448,                0.99677,                  0.995,                0.76365,                0.87728,                 0.5615,                0.95174,             0.00044576,             0.00044576,             0.00044576
                    150,                0.85505,                0.73488,                0.92372,                0.99448,                0.99677,                  0.995,                0.76365,                0.87728,                 0.5615,                0.95174,              0.0004375,              0.0004375,              0.0004375
                    151,                0.87429,                 0.7099,                0.93999,                0.99305,                      1,                  0.995,                0.77296,                0.81642,                0.54633,                0.93111,             0.00042925,             0.00042925,             0.00042925
                    152,                0.83498,                0.73316,                0.91882,                0.99305,                      1,                  0.995,                0.77296,                0.81642,                0.54633,                0.93111,               0.000421,               0.000421,               0.000421
                    153,                0.82729,                0.71361,                0.91279,                0.98321,                      1,                  0.995,                 0.7924,                0.79315,                0.53792,                 0.9223,             0.00041275,             0.00041275,             0.00041275
                    154,                0.87753,                0.71996,                0.92854,                0.98321,                      1,                  0.995,                 0.7924,                0.79315,                0.53792,                 0.9223,              0.0004045,              0.0004045,              0.0004045
                    155,                0.84052,                0.68229,                0.90868,                0.98321,                      1,                  0.995,                 0.7924,                0.79315,                0.53792,                 0.9223,             0.00039625,             0.00039625,             0.00039625
                    156,                0.82112,                0.70518,                0.91733,                0.97297,                      1,                  0.995,                0.79709,                0.78916,                0.53622,                 0.9197,             0.00038799,             0.00038799,             0.00038799
                    157,                0.76892,                0.64918,                0.91459,                0.97297,                      1,                  0.995,                0.79709,                0.78916,                0.53622,                 0.9197,             0.00037974,             0.00037974,             0.00037974
                    158,                0.80761,                0.67713,                0.87581,                0.97297,                      1,                  0.995,                0.79709,                0.78916,                0.53622,                 0.9197,             0.00037149,             0.00037149,             0.00037149
                    159,                0.80956,                0.67841,                0.91674,                0.96889,                      1,                0.99375,                0.80166,                0.78806,                0.54155,                0.92114,             0.00036324,             0.00036324,             0.00036324
                    160,                0.76597,                0.69306,                0.88188,                0.96889,                      1,                0.99375,                0.80166,                0.78806,                0.54155,                0.92114,             0.00035499,             0.00035499,             0.00035499
