                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                0.53134,                0.56376,                0.85129,                0.99159,                0.66667,                 0.9921,                0.92341,                 0.4813,                0.53618,                0.81595,              0.0012734,              0.0012734,              0.0012734
                     13,                0.53322,                0.54614,                 0.8465,                0.99377,                0.66166,                0.99451,                0.89953,                0.47819,                0.56752,                0.82224,              0.0012592,              0.0012592,              0.0012592
                     14,                 0.5303,                0.52249,                0.83363,                0.94601,                0.66667,                0.99498,                0.93556,                0.47488,                0.52139,                0.82897,              0.0012451,              0.0012451,              0.0012451
                     15,                0.52036,                0.51088,                0.84468,                0.86418,                      1,                0.99498,                 0.9382,                0.44183,                0.42352,                0.81724,              0.0012309,              0.0012309,              0.0012309
                     16,                 0.5104,                0.48723,                0.83814,                0.88741,                      1,                  0.995,                0.93648,                0.48032,                0.48338,                0.81771,              0.0012168,              0.0012168,              0.0012168
                     17,                0.48969,                0.45983,                0.83706,                0.95498,                      1,                  0.995,                0.92396,                0.41207,                0.39489,                0.80726,              0.0012026,              0.0012026,              0.0012026
                     18,                0.50604,                0.45499,                0.84393,                0.96407,                      1,                0.99496,                0.93928,                0.46374,                0.37048,                0.81649,              0.0011885,              0.0011885,              0.0011885
                     19,                0.48103,                0.43777,                0.83273,                0.96616,                      1,                0.99498,                0.92188,                0.44717,                0.37772,                0.81315,              0.0011744,              0.0011744,              0.0011744
                     20,                0.49894,                0.45567,                0.83997,                0.98301,                0.99782,                0.99493,                 0.9185,                0.43149,                0.39594,                 0.8089,              0.0011602,              0.0011602,              0.0011602
                     21,                0.48357,                0.44522,                0.83862,                 0.9925,                0.99169,                0.99498,                0.94242,                0.42969,                 0.3962,                 0.8073,              0.0011461,              0.0011461,              0.0011461
                     22,                0.46542,                0.42273,                0.82668,                0.99342,                0.99728,                  0.995,                0.93989,                0.43749,                0.34479,                0.80749,              0.0011319,              0.0011319,              0.0011319
                     23,                0.48161,                0.42292,                0.83118,                 0.9926,                0.99782,                  0.995,                0.90891,                0.41433,                0.32314,                0.80781,              0.0011178,              0.0011178,              0.0011178
                     24,                0.44825,                0.38898,                0.82839,                0.98905,                      1,                  0.995,                 0.9333,                0.41217,                0.32636,                0.80665,              0.0011036,              0.0011036,              0.0011036
                     25,                0.45426,                0.38609,                0.83244,                0.99479,                0.99443,                0.99498,                0.94233,                0.43497,                0.36264,                0.81151,              0.0010895,              0.0010895,              0.0010895
                     26,                0.46335,                0.39352,                0.82682,                0.98261,                0.99258,                0.99496,                0.95196,                0.40307,                0.34883,                0.79855,              0.0010753,              0.0010753,              0.0010753
                     27,                0.45749,                0.37638,                0.82417,                0.98322,                0.99782,                0.99493,                0.93627,                0.42776,                0.33299,                0.80235,              0.0010612,              0.0010612,              0.0010612
                     28,                 0.4515,                0.36468,                0.82885,                0.99081,                0.99547,                0.99498,                0.94261,                0.42098,                0.32722,                0.80581,               0.001047,               0.001047,               0.001047
                     29,                0.43421,                0.35771,                0.81801,                0.99192,                0.99752,                  0.995,                0.94346,                0.39214,                0.30845,                0.79879,              0.0010329,              0.0010329,              0.0010329
                     30,                 0.4251,                0.35354,                0.81292,                 0.9846,                0.99376,                  0.995,                0.93866,                0.42028,                0.30955,                0.80145,              0.0010187,              0.0010187,              0.0010187
                     31,                0.45221,                 0.3583,                0.82795,                0.98148,                0.99405,                  0.995,                0.93806,                0.41347,                0.30267,                0.80275,              0.0010046,              0.0010046,              0.0010046
                     32,                0.45524,                0.35549,                0.82675,                0.98262,                0.99784,                  0.995,                0.95574,                 0.3794,                0.29755,                0.79723,             0.00099044,             0.00099044,             0.00099044
                     33,                0.43143,                0.33803,                 0.8301,                0.98344,                0.99421,                  0.995,                0.94952,                0.37461,                0.28469,                0.79313,             0.00097629,             0.00097629,             0.00097629
                     34,                0.42392,                0.34133,                0.81877,                0.98597,                0.98869,                  0.995,                0.94628,                0.40538,                0.30982,                0.79703,             0.00096215,             0.00096215,             0.00096215
                     35,                0.44453,                0.34589,                 0.8261,                0.98201,                0.98947,                0.99498,                0.93472,                0.43103,                0.29791,                0.79993,               0.000948,               0.000948,               0.000948
                     36,                 0.4441,                0.34473,                0.82067,                0.97829,                0.99609,                  0.995,                0.95194,                 0.3749,                0.30134,                0.78862,             0.00093385,             0.00093385,             0.00093385
                     37,                0.42525,                0.33323,                0.83171,                 0.9823,                 0.9944,                0.99498,                0.92965,                0.39634,                0.28884,                0.79385,              0.0009197,              0.0009197,              0.0009197
                     38,                0.43906,                 0.3336,                0.83051,                0.98353,                0.99759,                  0.995,                0.94959,                0.39068,                0.29418,                0.79167,             0.00090556,             0.00090556,             0.00090556
                     39,                0.44751,                0.33649,                0.82205,                0.98403,                 0.9949,                  0.995,                0.93266,                0.39937,                0.28832,                0.79237,             0.00089141,             0.00089141,             0.00089141
                     40,                0.43152,                0.32437,                0.83322,                0.97704,                0.99467,                  0.995,                0.94211,                0.40347,                0.29525,                0.79376,             0.00087726,             0.00087726,             0.00087726
                     41,                0.42565,                0.32048,                0.82454,                0.98039,                0.99385,                0.99498,                0.94877,                0.39466,                0.28373,                0.78968,             0.00086312,             0.00086312,             0.00086312
                     42,                0.42256,                0.32163,                0.82427,                0.97995,                0.99467,                0.99498,                0.94551,                0.42451,                0.31293,                0.79385,             0.00084897,             0.00084897,             0.00084897
                     43,                0.42744,                0.31898,                0.82464,                0.98276,                0.99346,                0.99498,                0.94883,                0.40431,                0.27191,                0.79416,             0.00083482,             0.00083482,             0.00083482
                     44,                 0.4132,                0.31098,                0.81757,                0.98083,                0.99346,                0.99498,                 0.9477,                 0.3926,                0.29613,                0.78916,             0.00082067,             0.00082067,             0.00082067
                     45,                0.42831,                0.31795,                0.82468,                0.98131,                0.99457,                0.99487,                0.95262,                0.38852,                0.29197,                0.79039,             0.00080653,             0.00080653,             0.00080653
                     46,                0.42821,                0.31152,                0.81567,                0.97838,                0.99364,                0.99485,                0.94825,                 0.3967,                0.29187,                0.79569,             0.00079238,             0.00079238,             0.00079238
                     47,                0.39417,                0.29422,                0.81976,                0.97023,                  0.998,                0.99489,                0.94421,                0.38919,                0.27958,                0.78878,             0.00077823,             0.00077823,             0.00077823
                     48,                0.40887,                0.30094,                0.82251,                0.97827,                 0.9981,                  0.995,                 0.9539,                0.36575,                0.25602,                0.78395,             0.00076409,             0.00076409,             0.00076409
                     49,                0.39431,                0.29552,                0.81657,                0.98355,                0.99562,                  0.995,                0.95618,                0.36907,                0.27072,                0.78523,             0.00074994,             0.00074994,             0.00074994
                     50,                0.41552,                0.30101,                0.82366,                0.98214,                0.99346,                0.99498,                 0.9531,                0.38694,                 0.2626,                0.78655,             0.00073579,             0.00073579,             0.00073579
                     51,                0.39858,                0.29906,                0.81717,                0.97689,                      1,                0.99448,                0.94995,                0.39089,                 0.2701,                0.78572,             0.00072164,             0.00072164,             0.00072164
                     52,                0.40194,                0.29192,                 0.8237,                0.98112,                 0.9946,                  0.995,                 0.9526,                  0.391,                0.27342,                0.78721,              0.0007075,              0.0007075,              0.0007075
                     53,                0.36965,                0.28332,                0.81235,                0.98644,                0.99455,                0.99498,                0.95415,                   0.37,                0.26104,                0.78375,             0.00069335,             0.00069335,             0.00069335
                     54,                0.36528,                0.27686,                0.81991,                0.98284,                0.99222,                0.99496,                 0.9543,                0.36257,                0.23771,                0.78268,              0.0006792,              0.0006792,              0.0006792
                     55,                0.38839,                 0.2804,                0.81252,                0.98406,                0.98976,                0.99494,                0.94973,                 0.3817,                0.24855,                0.78653,             0.00066506,             0.00066506,             0.00066506
                     56,                0.37311,                0.27876,                0.82388,                0.98667,                0.99275,                0.99498,                0.95164,                0.36473,                0.24567,                0.78495,             0.00065091,             0.00065091,             0.00065091
                     57,                0.38045,                0.27241,                 0.8166,                 0.9832,                0.99346,                0.99498,                0.95925,                0.35403,                0.25903,                0.78409,             0.00063676,             0.00063676,             0.00063676
                     58,                0.38568,                0.28225,                0.81478,                0.98428,                0.99346,                0.99498,                0.96002,                0.36454,                0.27416,                0.78053,             0.00062262,             0.00062262,             0.00062262
                     59,                0.38279,                0.28763,                0.82427,                0.97864,                0.99346,                0.99498,                0.95884,                0.36021,                0.25933,                0.78064,             0.00060847,             0.00060847,             0.00060847
                     60,                0.36232,                0.27211,                0.81146,                0.98289,                0.99506,                0.99496,                0.95746,                0.35647,                0.25605,                0.78042,             0.00059432,             0.00059432,             0.00059432
                     61,                0.37055,                0.27458,                0.81624,                0.98423,                 0.9879,                0.99496,                0.95733,                0.35386,                0.24959,                0.78067,             0.00058017,             0.00058017,             0.00058017
                     62,                  0.377,                0.27688,                 0.8144,                0.98292,                0.98911,                0.99494,                0.95681,                0.35107,                0.23741,                0.78081,             0.00056603,             0.00056603,             0.00056603
                     63,                0.40109,                0.27607,                0.82575,                0.98216,                0.99101,                0.99498,                0.95549,                0.34867,                0.24342,                0.77999,             0.00055188,             0.00055188,             0.00055188
                     64,                 0.4027,                0.28211,                0.82267,                0.98307,                0.99204,                0.99498,                0.95875,                0.35388,                0.25085,                0.77917,             0.00053773,             0.00053773,             0.00053773
                     65,                0.37238,                0.26665,                0.81429,                0.98124,                0.99466,                  0.995,                0.95876,                0.35644,                0.23168,                0.77988,             0.00052359,             0.00052359,             0.00052359
                     66,                0.38366,                0.26931,                0.82152,                0.97703,                0.99757,                0.99498,                0.95712,                0.35884,                0.23454,                0.78023,             0.00050944,             0.00050944,             0.00050944
                     67,                0.36954,                0.26296,                0.81724,                0.98019,                0.99549,                0.99498,                0.95603,                0.37547,                0.26081,                0.78235,             0.00049529,             0.00049529,             0.00049529
                     68,                0.35124,                0.25523,                0.80638,                0.98606,                0.99507,                  0.995,                0.95876,                0.36354,                 0.2423,                0.78157,             0.00048114,             0.00048114,             0.00048114
                     69,                0.34411,                0.25999,                0.80686,                0.98369,                 0.9946,                  0.995,                0.96053,                 0.3474,                0.23447,                0.77998,               0.000467,               0.000467,               0.000467
                     70,                0.36244,                0.25598,                0.80854,                0.98223,                0.99487,                  0.995,                0.95859,                 0.3561,                0.24598,                0.78145,             0.00045285,             0.00045285,             0.00045285
                     71,                 0.3869,                0.27099,                0.81549,                 0.9767,                0.99971,                  0.995,                0.95436,                0.37359,                0.23981,                0.78238,              0.0004387,              0.0004387,              0.0004387
                     72,                0.35582,                0.25399,                 0.8103,                0.97996,                0.99531,                  0.995,                 0.9599,                0.34918,                 0.2329,                0.77941,             0.00042456,             0.00042456,             0.00042456
                     73,                 0.3555,                0.25469,                0.81004,                0.97992,                0.99475,                  0.995,                0.95996,                0.35207,                0.23248,                0.78178,             0.00041041,             0.00041041,             0.00041041
                     74,                0.35578,                0.25166,                0.80867,                0.98257,                0.99494,                  0.995,                0.96032,                 0.3514,                0.22569,                0.77871,             0.00039626,             0.00039626,             0.00039626
                     75,                0.36079,                0.25681,                0.81706,                0.98288,                0.99134,                0.99498,                0.95657,                0.35379,                0.23531,                0.77834,             0.00038211,             0.00038211,             0.00038211
                     76,                0.34218,                0.24907,                 0.8136,                 0.9832,                0.99044,                0.99498,                0.96035,                0.33987,                0.21847,                0.77793,             0.00036797,             0.00036797,             0.00036797
                     77,                0.34851,                0.24401,                0.81496,                0.98353,                0.99129,                0.99496,                0.95799,                0.34974,                0.21813,                0.77757,             0.00035382,             0.00035382,             0.00035382
                     78,                0.36647,                0.24898,                0.81487,                0.98144,                0.99229,                0.99498,                0.95787,                0.34841,                0.21927,                0.77731,             0.00033967,             0.00033967,             0.00033967
                     79,                0.35819,                0.24599,                0.80909,                0.98258,                0.99308,                  0.995,                0.95869,                0.35335,                0.22277,                0.77647,             0.00032553,             0.00032553,             0.00032553
                     80,                0.36501,                0.25401,                0.81446,                0.98076,                0.99738,                  0.995,                0.95701,                0.34879,                0.22268,                 0.7793,             0.00031138,             0.00031138,             0.00031138
                     81,                0.33644,                0.24326,                0.81138,                0.98161,                0.99807,                  0.995,                0.95454,                0.35618,                0.22161,                0.77899,             0.00029723,             0.00029723,             0.00029723
                     82,                 0.3548,                0.24739,                 0.8134,                0.98114,                0.99733,                  0.995,                 0.9613,                0.34502,                0.21408,                0.77661,             0.00028308,             0.00028308,             0.00028308
                     83,                0.35253,                0.24054,                0.81026,                0.98257,                0.99835,                  0.995,                0.96069,                0.34115,                0.21142,                0.77342,             0.00026894,             0.00026894,             0.00026894
                     84,                0.34192,                0.24412,                0.81336,                0.98407,                0.99266,                  0.995,                0.96262,                0.33813,                0.21589,                0.77272,             0.00025479,             0.00025479,             0.00025479
                     85,                0.33531,                0.23459,                0.80612,                0.98422,                 0.9922,                  0.995,                0.95971,                0.33703,                0.21302,                0.77468,             0.00024064,             0.00024064,             0.00024064
                     86,                0.34708,                0.23825,                0.80926,                0.98402,                0.99395,                  0.995,                 0.9584,                 0.3444,                0.21676,                0.77589,              0.0002265,              0.0002265,              0.0002265
                     87,                0.33006,                0.23542,                0.80077,                0.98535,                0.99076,                  0.995,                0.95997,                0.34363,                 0.2204,                0.77615,             0.00021235,             0.00021235,             0.00021235
                     88,                0.33842,                0.23533,                0.80753,                0.98416,                 0.9931,                0.99498,                0.96161,                 0.3477,                0.21794,                0.77866,              0.0001982,              0.0001982,              0.0001982
                     89,                0.33964,                0.23543,                0.80806,                0.98438,                0.99314,                  0.995,                0.96122,                0.35663,                 0.2224,                0.78062,             0.00018406,             0.00018406,             0.00018406
                     90,                0.33829,                0.24236,                 0.8118,                0.99706,                      1,                  0.995,                 0.9565,                0.34112,                0.22069,                0.77711,             0.00016991,             0.00016991,             0.00016991
                     91,                0.34904,                0.25553,                0.82231,                0.98048,                0.99222,                0.99498,                0.95714,                0.34855,                0.22852,                0.77662,             0.00015576,             0.00015576,             0.00015576
                     92,                0.35542,                0.25097,                0.81798,                0.98402,                0.99173,                  0.995,                0.95972,                0.33791,                0.22565,                0.77366,             0.00014161,             0.00014161,             0.00014161
                     93,                0.34493,                0.24459,                0.81078,                0.98074,                0.99272,                  0.995,                0.95949,                 0.3475,                0.21774,                0.77349,             0.00012747,             0.00012747,             0.00012747
                     94,                0.33247,                0.23294,                 0.8106,                0.98224,                0.99279,                  0.995,                0.96048,                0.34027,                0.21324,                0.77306,             0.00011332,             0.00011332,             0.00011332
                     95,                 0.3391,                0.23246,                0.81678,                0.98297,                  0.993,                  0.995,                 0.9612,                0.32991,                 0.2111,                0.77111,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     96,                0.33534,                0.23737,                0.81613,                0.98141,                  0.998,                  0.995,                0.96198,                0.33201,                0.21168,                0.77209,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     97,                0.33079,                0.22609,                0.81801,                0.98375,                0.99303,                  0.995,                0.96288,                0.33648,                0.20979,                 0.7736,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     98,                 0.3454,                0.22881,                0.81821,                0.98376,                0.99322,                  0.995,                0.96216,                0.34159,                0.20784,                0.77347,             5.6731e-05,             5.6731e-05,             5.6731e-05
                     99,                0.32845,                0.22697,                0.80738,                0.98409,                0.99357,                  0.995,                0.96003,                0.34381,                0.20923,                0.77357,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    100,                0.32957,                0.22492,                0.81398,                 0.9843,                0.99401,                  0.995,                0.96176,                0.34217,                0.20899,                0.77308,             2.8437e-05,             2.8437e-05,             2.8437e-05
