                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     40,                0.39596,                0.29119,                 0.8232,                 0.9765,                      1,                0.99495,                0.94973,                0.35433,                0.23021,                0.77361,             0.00087726,             0.00087726,             0.00087726
                     41,                0.40585,                0.29452,                0.82624,                0.98058,                0.99893,                0.99495,                 0.9338,                0.38107,                0.24085,                0.77782,             0.00086312,             0.00086312,             0.00086312
                     42,                0.40856,                0.29555,                0.82359,                0.99548,                      1,                0.99498,                0.93975,                0.37843,                0.23269,                0.78116,             0.00084897,             0.00084897,             0.00084897
                     43,                0.38895,                0.27987,                0.81808,                 0.9953,                0.99981,                0.99498,                0.93349,                0.36572,                 0.2274,                0.78003,             0.00083482,             0.00083482,             0.00083482
                     44,                0.41093,                0.28945,                0.82292,                0.98908,                0.99638,                0.99498,                0.93781,                0.37469,                0.24578,                 0.7764,             0.00082067,             0.00082067,             0.00082067
                     45,                0.40896,                0.28869,                0.82936,                0.98769,                0.99139,                0.99496,                 0.9358,                 0.3862,                0.23989,                0.77513,             0.00080653,             0.00080653,             0.00080653
                     46,                0.38843,                0.27738,                0.82106,                0.99666,                0.99905,                  0.995,                0.94318,                0.36802,                0.22499,                0.77379,             0.00079238,             0.00079238,             0.00079238
                     47,                0.39436,                 0.2795,                0.82161,                0.99545,                      1,                0.99498,                0.90575,                0.36882,                0.21848,                0.77612,             0.00077823,             0.00077823,             0.00077823
                     48,                0.39188,                0.27989,                0.81757,                0.98654,                0.98707,                0.99495,                0.91257,                0.37405,                0.22001,                0.77798,             0.00076409,             0.00076409,             0.00076409
                     49,                0.38156,                0.27437,                0.81833,                0.98394,                0.98801,                0.99496,                0.93293,                0.37371,                0.21857,                0.77744,             0.00074994,             0.00074994,             0.00074994
                     50,                0.38006,                0.27029,                0.81621,                0.98428,                0.98951,                0.99496,                 0.9367,                0.36533,                0.22035,                0.77418,             0.00073579,             0.00073579,             0.00073579
                     51,                0.38659,                0.27159,                0.81754,                0.98141,                0.99094,                0.99496,                0.93993,                0.36482,                0.21931,                0.77416,             0.00072164,             0.00072164,             0.00072164
                     52,                0.39236,                0.27192,                0.81956,                0.99527,                      1,                0.99498,                0.94564,                0.37101,                0.21639,                0.77624,              0.0007075,              0.0007075,              0.0007075
                     53,                 0.3786,                0.26882,                0.81117,                0.98462,                0.98732,                0.99495,                0.95022,                0.36265,                0.21511,                0.77351,             0.00069335,             0.00069335,             0.00069335
                     54,                0.37514,                0.26021,                0.82367,                0.97533,                 0.9987,                0.99496,                0.93608,                0.34748,                0.20812,                0.76999,              0.0006792,              0.0006792,              0.0006792
                     55,                0.37234,                0.25912,                0.81339,                0.98415,                0.99417,                0.99496,                0.94591,                0.34736,                0.21726,                0.77082,             0.00066506,             0.00066506,             0.00066506
                     56,                0.37802,                0.26068,                0.81299,                0.98842,                0.98938,                0.99496,                0.94508,                0.35725,                0.21118,                0.77183,             0.00065091,             0.00065091,             0.00065091
                     57,                0.39091,                0.26328,                0.81964,                0.99047,                0.98859,                0.99496,                 0.9386,                0.37845,                 0.2064,                0.77815,             0.00063676,             0.00063676,             0.00063676
                     58,                0.37445,                0.25595,                0.81717,                0.98347,                0.98956,                0.99498,                0.94945,                0.35343,                0.19818,                0.76996,             0.00062262,             0.00062262,             0.00062262
                     59,                0.37806,                0.25735,                0.82119,                0.99592,                      1,                0.99493,                0.94993,                0.34503,                0.20043,                0.76947,             0.00060847,             0.00060847,             0.00060847
                     60,                0.39462,                0.26301,                0.82292,                 0.9809,                0.99483,                0.99496,                0.94147,                0.36178,                0.20573,                0.77187,             0.00059432,             0.00059432,             0.00059432
                     61,                0.35826,                0.24624,                0.81575,                0.98535,                0.99207,                0.99496,                0.94565,                0.36537,                0.20595,                0.77385,             0.00058017,             0.00058017,             0.00058017
                     62,                0.36961,                0.25092,                0.81221,                0.99597,                      1,                0.99496,                0.95051,                0.34666,                0.19584,                0.77002,             0.00056603,             0.00056603,             0.00056603
                     63,                0.36541,                0.24995,                0.82068,                0.99565,                      1,                0.99498,                 0.9541,                0.34033,                0.19157,                0.76937,             0.00055188,             0.00055188,             0.00055188
                     64,                0.38134,                0.24978,                0.81907,                0.99552,                      1,                0.99496,                0.94879,                0.34982,                0.20064,                0.77234,             0.00053773,             0.00053773,             0.00053773
                     65,                0.36289,                0.24588,                0.81568,                0.98221,                0.99287,                0.99493,                0.94691,                0.33852,                0.19642,                0.77172,             0.00052359,             0.00052359,             0.00052359
                     66,                0.37042,                0.24562,                 0.8277,                0.98633,                0.98949,                0.99495,                0.94559,                0.34881,                 0.1948,                 0.7729,             0.00050944,             0.00050944,             0.00050944
                     67,                0.36338,                0.24572,                0.81217,                0.98603,                0.98938,                0.99495,                0.94535,                0.34139,                0.19632,                0.76883,             0.00049529,             0.00049529,             0.00049529
                     68,                0.37248,                  0.245,                0.82394,                0.98266,                0.99256,                0.99496,                0.95433,                0.33598,                0.18971,                0.76726,             0.00048114,             0.00048114,             0.00048114
                     69,                0.35384,                0.23788,                0.81243,                0.99561,                      1,                0.99496,                 0.9566,                0.33965,                 0.1901,                0.76861,               0.000467,               0.000467,               0.000467
                     70,                0.36806,                0.24641,                0.81674,                0.99538,                      1,                0.99496,                0.94967,                0.34275,                0.20059,                0.77158,             0.00045285,             0.00045285,             0.00045285
                     71,                0.36364,                 0.2388,                0.81997,                0.98599,                0.99148,                0.99496,                0.94354,                0.33577,                0.19677,                0.76887,              0.0004387,              0.0004387,              0.0004387
                     72,                0.36455,                0.24132,                0.81471,                0.98561,                0.99682,                0.99496,                0.93759,                0.34288,                0.20424,                0.76876,             0.00042456,             0.00042456,             0.00042456
                     73,                0.34906,                0.23646,                0.81123,                0.98496,                0.99503,                0.99498,                0.94953,                0.32998,                0.18521,                0.76582,             0.00041041,             0.00041041,             0.00041041
                     74,                0.35145,                0.23891,                 0.8194,                0.98532,                0.98803,                0.99496,                0.94664,                0.33477,                0.19809,                0.76929,             0.00039626,             0.00039626,             0.00039626
                     75,                0.35055,                0.23626,                0.81563,                0.98797,                0.98963,                0.99496,                0.94464,                0.34111,                0.19521,                0.76943,             0.00038211,             0.00038211,             0.00038211
                     76,                0.35787,                0.23518,                0.81944,                0.98731,                0.98962,                0.99498,                0.91508,                0.33707,                0.19338,                0.76791,             0.00036797,             0.00036797,             0.00036797
                     77,                0.35559,                0.23267,                0.80463,                0.99538,                      1,                0.99498,                0.90459,                0.33412,                0.19767,                0.76695,             0.00035382,             0.00035382,             0.00035382
                     78,                0.35493,                 0.2305,                0.81039,                0.99547,                      1,                0.99496,                0.93617,                0.35183,                0.19951,                0.76868,             0.00033967,             0.00033967,             0.00033967
                     79,                0.36083,                0.23867,                0.81388,                 0.9955,                      1,                0.99496,                 0.9444,                0.35223,                0.19638,                 0.7693,             0.00032553,             0.00032553,             0.00032553
                     80,                 0.3565,                0.23476,                0.80887,                0.99744,                      1,                0.99496,                0.94581,                0.33864,                 0.1916,                0.76698,             0.00031138,             0.00031138,             0.00031138
                     81,                0.34804,                0.22876,                0.80398,                0.99738,                      1,                0.99496,                0.94701,                0.33349,                0.18946,                0.76598,             0.00029723,             0.00029723,             0.00029723
                     82,                0.35392,                0.22972,                 0.8173,                0.99735,                      1,                0.99496,                0.95595,                0.33074,                0.18487,                0.76528,             0.00028308,             0.00028308,             0.00028308
                     83,                0.33927,                0.22246,                 0.8121,                0.99726,                      1,                0.99496,                0.94702,                0.34614,                0.18542,                0.76849,             0.00026894,             0.00026894,             0.00026894
                     84,                0.34481,                0.22134,                0.81659,                0.99736,                      1,                0.99496,                0.95075,                0.35422,                0.19002,                0.76943,             0.00025479,             0.00025479,             0.00025479
                     85,                0.34106,                0.22136,                0.81202,                0.99731,                      1,                0.99496,                0.94906,                0.33683,                0.18711,                0.76729,             0.00024064,             0.00024064,             0.00024064
                     86,                0.34137,                0.22324,                0.81209,                0.98841,                0.98808,                0.99496,                0.95089,                0.34392,                0.18437,                0.76721,              0.0002265,              0.0002265,              0.0002265
                     87,                0.34094,                0.21884,                0.80796,                0.99726,                      1,                0.99496,                0.92604,                0.34462,                0.18218,                0.76684,             0.00021235,             0.00021235,             0.00021235
                     88,                0.32637,                0.21968,                0.80888,                0.99724,                      1,                0.99496,                0.93705,                 0.3342,                0.18194,                0.76588,              0.0001982,              0.0001982,              0.0001982
                     89,                0.34486,                0.22042,                0.81036,                0.99554,                      1,                0.99498,                0.94828,                0.33194,                0.18118,                0.76615,             0.00018406,             0.00018406,             0.00018406
                     90,                0.32685,                0.21155,                0.81417,                0.99537,                      1,                0.99496,                 0.9272,                0.33178,                 0.1799,                0.76633,             0.00016991,             0.00016991,             0.00016991
                     91,                 0.3425,                0.22689,                0.81712,                0.98634,                 0.9906,                0.99498,                0.93992,                0.33851,                0.18715,                0.76728,             0.00015576,             0.00015576,             0.00015576
                     92,                0.34102,                0.21902,                0.81387,                0.99534,                      1,                0.99498,                0.94218,                0.33956,                0.18303,                0.76807,             0.00014161,             0.00014161,             0.00014161
                     93,                0.33333,                0.21289,                0.80757,                0.99574,                      1,                0.99498,                0.95419,                0.33303,                0.18318,                0.76641,             0.00012747,             0.00012747,             0.00012747
                     94,                0.33498,                0.21695,                0.81442,                0.99572,                      1,                0.99498,                0.94925,                 0.3438,                0.18183,                0.76922,             0.00011332,             0.00011332,             0.00011332
                     95,                0.32773,                0.21029,                0.81014,                0.99555,                      1,                0.99496,                0.95129,                0.33447,                0.18105,                0.76663,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     96,                0.33157,                0.21432,                0.80842,                0.99562,                      1,                0.99496,                0.95078,                0.33181,                0.17817,                0.76696,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     97,                0.32187,                0.20589,                0.81423,                0.99566,                      1,                0.99496,                0.94399,                0.33178,                0.17731,                0.76552,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     98,                0.31717,                0.20607,                0.80387,                0.99747,                      1,                0.99496,                0.93136,                0.32791,                 0.1755,                0.76483,             5.6731e-05,             5.6731e-05,             5.6731e-05
                     99,                0.32232,                0.20524,                0.81201,                0.99744,                      1,                0.99496,                0.93255,                0.32468,                0.17515,                0.76536,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    100,                 0.3337,                0.21035,                0.82171,                0.99554,                      1,                0.99496,                0.91719,                0.32574,                 0.1735,                0.76571,             2.8437e-05,             2.8437e-05,             2.8437e-05
