                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     23,                0.59807,                0.60371,                0.84215,                0.98183,                0.99928,                0.99458,                 0.8455,                0.61151,                0.49663,                0.80902,              0.0011178,              0.0011178,              0.0011178
                     24,                0.61075,                0.58394,                0.85059,                0.98594,                      1,                0.99417,                0.84858,                0.60324,                0.54112,                0.81365,              0.0011036,              0.0011036,              0.0011036
                     25,                0.62123,                0.60488,                0.85108,                0.98554,                      1,                0.99417,                0.84611,                0.59338,                0.51652,                  0.803,              0.0010895,              0.0010895,              0.0010895
                     26,                0.59386,                0.58701,                0.84197,                0.98652,                      1,                  0.995,                0.86042,                0.56074,                0.49647,                0.80266,              0.0010753,              0.0010753,              0.0010753
                     27,                0.64395,                0.59398,                0.86774,                0.99761,                      1,                  0.995,                0.84589,                0.55776,                0.52812,                0.80895,              0.0010612,              0.0010612,              0.0010612
                     28,                0.57698,                0.56391,                0.84425,                0.99463,                      1,                  0.995,                0.84415,                 0.5515,                0.46817,                0.79562,               0.001047,               0.001047,               0.001047
                     29,                 0.6162,                0.57281,                0.84958,                0.99807,                      1,                  0.995,                0.84606,                0.53072,                 0.4874,                0.80576,              0.0010329,              0.0010329,              0.0010329
                     30,                0.59184,                0.54746,                0.83087,                0.99748,                      1,                  0.995,                0.85691,                0.54907,                0.49083,                0.81099,              0.0010187,              0.0010187,              0.0010187
                     31,                0.58928,                0.53381,                0.83405,                0.99637,                0.99816,                  0.995,                0.85317,                0.59242,                0.46058,                 0.8094,              0.0010046,              0.0010046,              0.0010046
                     32,                0.58878,                0.53573,                0.83119,                0.99625,                0.99763,                  0.995,                0.84833,                0.56145,                0.43592,                0.80935,             0.00099044,             0.00099044,             0.00099044
                     33,                0.61043,                0.53569,                 0.8421,                0.99716,                0.99905,                  0.995,                0.85945,                0.53819,                0.44415,                 0.8024,             0.00097629,             0.00097629,             0.00097629
                     34,                0.56933,                0.51688,                0.84115,                0.99647,                      1,                  0.995,                0.84656,                0.53812,                0.42307,                0.80263,             0.00096215,             0.00096215,             0.00096215
                     35,                0.56903,                0.51531,                0.83333,                0.99611,                0.99782,                  0.995,                0.84726,                0.59364,                0.46529,                0.82107,               0.000948,               0.000948,               0.000948
                     36,                0.57382,                 0.5038,                0.83933,                0.98506,                0.99823,                0.99479,                 0.8355,                0.58266,                0.42397,                0.82012,             0.00093385,             0.00093385,             0.00093385
                     37,                0.58027,                 0.5029,                0.83626,                0.98496,                      1,                0.99438,                0.85635,                0.55082,                0.44317,                0.80867,              0.0009197,              0.0009197,              0.0009197
                     38,                0.56581,                0.48148,                0.83201,                 0.9863,                      1,                0.99458,                0.85775,                0.51573,                0.41283,                0.80623,             0.00090556,             0.00090556,             0.00090556
                     39,                0.55509,                0.47582,                0.83931,                 0.9855,                      1,                0.99479,                0.85681,                0.55547,                0.43359,                0.80721,             0.00089141,             0.00089141,             0.00089141
                     40,                0.60524,                 0.4868,                0.85299,                0.99463,                      1,                  0.995,                0.85009,                0.50234,                0.42208,                0.80489,             0.00087726,             0.00087726,             0.00087726
                     41,                0.55724,                0.47696,                0.83883,                0.99508,                      1,                  0.995,                0.85642,                0.52491,                0.41104,                0.80262,             0.00086312,             0.00086312,             0.00086312
                     42,                0.56417,                0.46227,                 0.8427,                0.99589,                      1,                  0.995,                0.85755,                0.50837,                0.40056,                0.80021,             0.00084897,             0.00084897,             0.00084897
                     43,                0.53363,                0.46527,                 0.8366,                 0.9967,                      1,                  0.995,                0.85126,                0.58096,                0.38794,                0.81846,             0.00083482,             0.00083482,             0.00083482
                     44,                0.55617,                0.46151,                0.82068,                0.99697,                      1,                  0.995,                0.85104,                0.52861,                0.38092,                0.81359,             0.00082067,             0.00082067,             0.00082067
                     45,                0.56033,                 0.4587,                0.83867,                0.99671,                      1,                  0.995,                0.85607,                0.57309,                 0.4018,                0.81638,             0.00080653,             0.00080653,             0.00080653
                     46,                0.54914,                0.46076,                 0.8443,                0.99567,                      1,                  0.995,                0.86976,                 0.5338,                0.39875,                0.80172,             0.00079238,             0.00079238,             0.00079238
                     47,                0.55191,                0.43806,                0.82859,                0.99635,                      1,                  0.995,                0.86484,                0.49634,                0.38969,                 0.8025,             0.00077823,             0.00077823,             0.00077823
                     48,                0.55623,                0.43812,                0.81998,                0.99681,                      1,                  0.995,                0.85894,                 0.5279,                0.38659,                0.81096,             0.00076409,             0.00076409,             0.00076409
                     49,                0.54824,                0.44239,                0.82596,                0.99634,                      1,                  0.995,                0.86748,                0.50995,                0.37799,                0.80611,             0.00074994,             0.00074994,             0.00074994
                     50,                0.57796,                0.45336,                0.84211,                0.99668,                      1,                  0.995,                0.85063,                0.56835,                0.39013,                0.81606,             0.00073579,             0.00073579,             0.00073579
                     51,                0.56697,                0.43288,                0.83371,                0.99645,                      1,                  0.995,                0.86415,                0.54147,                0.38944,                0.80957,             0.00072164,             0.00072164,             0.00072164
                     52,                 0.5348,                0.41866,                0.81909,                0.99632,                      1,                  0.995,                0.87353,                0.52164,                0.36549,                0.79925,              0.0007075,              0.0007075,              0.0007075
                     53,                0.54192,                0.42014,                 0.8273,                0.99618,                      1,                  0.995,                0.87638,                0.51253,                0.35602,                0.79801,             0.00069335,             0.00069335,             0.00069335
                     54,                0.54439,                0.43054,                0.82568,                0.99666,                      1,                  0.995,                0.88683,                0.51176,                0.36143,                0.79915,              0.0006792,              0.0006792,              0.0006792
                     55,                0.54486,                0.42266,                0.83387,                0.99673,                      1,                  0.995,                0.86767,                0.50808,                0.36588,                0.79808,             0.00066506,             0.00066506,             0.00066506
                     56,                0.53606,                0.41711,                0.82774,                0.99602,                      1,                  0.995,                0.87292,                0.48885,                0.34535,                0.80076,             0.00065091,             0.00065091,             0.00065091
                     57,                0.55084,                0.40616,                0.82506,                0.99703,                      1,                  0.995,                0.87193,                0.49593,                0.34652,                0.80787,             0.00063676,             0.00063676,             0.00063676
                     58,                0.53444,                0.40695,                0.83231,                0.99597,                      1,                  0.995,                0.87495,                0.50522,                0.35603,                0.80913,             0.00062262,             0.00062262,             0.00062262
                     59,                0.50854,                0.41549,                0.82117,                0.99472,                      1,                  0.995,                0.86335,                0.50419,                0.33981,                0.80851,             0.00060847,             0.00060847,             0.00060847
                     60,                0.53146,                0.39943,                0.81941,                 0.9933,                      1,                  0.995,                 0.8708,                0.48736,                0.31815,                0.80586,             0.00059432,             0.00059432,             0.00059432
                     61,                0.51112,                0.39843,                0.83438,                0.99513,                      1,                  0.995,                0.86289,                0.50875,                0.34225,                 0.8028,             0.00058017,             0.00058017,             0.00058017
                     62,                 0.5009,                0.39489,                0.82594,                0.99535,                      1,                  0.995,                0.87274,                0.52128,                   0.35,                0.79588,             0.00056603,             0.00056603,             0.00056603
                     63,                0.53293,                0.39429,                0.81907,                0.99526,                      1,                  0.995,                 0.8645,                0.51772,                0.32192,                 0.7957,             0.00055188,             0.00055188,             0.00055188
                     64,                0.49793,                0.38277,                0.82668,                0.99552,                      1,                  0.995,                0.87087,                0.50241,                0.32965,                0.79698,             0.00053773,             0.00053773,             0.00053773
                     65,                0.49847,                0.38775,                0.82944,                0.99587,                      1,                  0.995,                0.86827,                0.52218,                0.32825,                0.80091,             0.00052359,             0.00052359,             0.00052359
                     66,                0.52554,                0.40356,                0.83643,                0.99637,                      1,                  0.995,                0.86863,                0.51147,                0.31266,                0.80016,             0.00050944,             0.00050944,             0.00050944
                     67,                  0.483,                0.36704,                0.80994,                0.99246,                      1,                  0.995,                0.87098,                0.49761,                0.29897,                0.79825,             0.00049529,             0.00049529,             0.00049529
                     68,                 0.5006,                0.36475,                 0.8107,                0.99352,                      1,                  0.995,                 0.8638,                0.50188,                0.29492,                 0.8002,             0.00048114,             0.00048114,             0.00048114
                     69,                0.49592,                0.37015,                0.79892,                0.99395,                      1,                  0.995,                0.86978,                0.52288,                0.29766,                0.80257,               0.000467,               0.000467,               0.000467
                     70,                0.50372,                0.38115,                0.82352,                0.99485,                      1,                  0.995,                0.87471,                0.51681,                0.31082,                0.80143,             0.00045285,             0.00045285,             0.00045285
                     71,                0.50387,                0.36874,                0.82247,                0.99454,                      1,                  0.995,                0.86599,                0.52056,                0.30499,                0.79966,              0.0004387,              0.0004387,              0.0004387
                     72,                0.50195,                0.36873,                0.81774,                0.99408,                      1,                  0.995,                0.86938,                0.50689,                0.30229,                0.80052,             0.00042456,             0.00042456,             0.00042456
                     73,                0.48364,                 0.3616,                0.81582,                0.99414,                      1,                  0.995,                0.87432,                0.49937,                0.31614,                0.80008,             0.00041041,             0.00041041,             0.00041041
                     74,                0.49164,                  0.366,                0.81874,                0.99556,                      1,                  0.995,                0.87226,                0.50818,                 0.3076,                0.80413,             0.00039626,             0.00039626,             0.00039626
                     75,                0.49275,                0.35961,                0.81851,                0.99683,                      1,                  0.995,                0.87139,                0.50868,                0.31527,                0.80567,             0.00038211,             0.00038211,             0.00038211
                     76,                0.50371,                0.36542,                0.82487,                0.99483,                      1,                  0.995,                0.86463,                0.50005,                0.31123,                0.80456,             0.00036797,             0.00036797,             0.00036797
                     77,                0.49864,                0.36378,                0.82073,                0.99409,                      1,                  0.995,                0.86675,                0.50141,                0.31056,                0.80435,             0.00035382,             0.00035382,             0.00035382
                     78,                0.46566,                0.34206,                 0.8154,                0.99435,                      1,                  0.995,                0.87469,                0.49706,                 0.3002,                0.80314,             0.00033967,             0.00033967,             0.00033967
                     79,                0.50004,                0.35542,                0.81711,                0.99505,                      1,                  0.995,                0.87374,                 0.5123,                0.28594,                0.80276,             0.00032553,             0.00032553,             0.00032553
                     80,                0.49314,                0.34795,                0.82069,                0.99496,                      1,                  0.995,                0.87462,                0.50574,                0.29221,                0.80192,             0.00031138,             0.00031138,             0.00031138
                     81,                0.47705,                0.35116,                0.82421,                0.99551,                      1,                  0.995,                0.87722,                0.50356,                 0.3062,                0.80317,             0.00029723,             0.00029723,             0.00029723
                     82,                0.47288,                0.34568,                0.82353,                0.99592,                      1,                  0.995,                0.87228,                0.50947,                0.29799,                0.80486,             0.00028308,             0.00028308,             0.00028308
                     83,                0.48364,                0.34417,                0.82035,                0.99571,                      1,                  0.995,                 0.8799,                0.49536,                0.29346,                0.80293,             0.00026894,             0.00026894,             0.00026894
                     84,                0.47141,                0.33619,                0.81045,                0.99518,                      1,                  0.995,                0.88017,                0.49243,                0.30564,                0.80131,             0.00025479,             0.00025479,             0.00025479
                     85,                0.47326,                0.33764,                0.82046,                0.99556,                      1,                  0.995,                0.87905,                0.51049,                0.30728,                0.80453,             0.00024064,             0.00024064,             0.00024064
                     86,                 0.4742,                 0.3381,                0.81871,                0.99536,                      1,                  0.995,                0.87721,                0.51975,                0.30261,                0.80578,              0.0002265,              0.0002265,              0.0002265
                     87,                  0.464,                0.33758,                0.82141,                0.99488,                      1,                  0.995,                 0.8756,                0.51228,                0.29836,                0.80468,             0.00021235,             0.00021235,             0.00021235
                     88,                0.47325,                0.33367,                0.81572,                0.99507,                      1,                  0.995,                0.88068,                0.49911,                  0.294,                0.79948,              0.0001982,              0.0001982,              0.0001982
                     89,                 0.4538,                0.32494,                0.81219,                0.99526,                      1,                  0.995,                  0.879,                0.49032,                0.28397,                 0.7967,             0.00018406,             0.00018406,             0.00018406
                     90,                0.48141,                0.33831,                0.83683,                0.99544,                      1,                  0.995,                0.87515,                0.51831,                0.28765,                0.79978,             0.00016991,             0.00016991,             0.00016991
                     91,                0.47954,                0.40211,                0.82357,                0.99537,                      1,                  0.995,                0.86363,                0.55628,                0.30278,                0.80582,             0.00015576,             0.00015576,             0.00015576
                     92,                0.47765,                0.38761,                0.80755,                0.99531,                      1,                  0.995,                0.86421,                0.52799,                0.30758,                0.80217,             0.00014161,             0.00014161,             0.00014161
                     93,                0.46551,                0.39302,                0.81436,                 0.9951,                      1,                  0.995,                0.87446,                0.49768,                 0.2995,                0.79939,             0.00012747,             0.00012747,             0.00012747
                     94,                0.48438,                0.39914,                0.82463,                 0.9942,                      1,                  0.995,                0.86606,                 0.4885,                0.29068,                0.79728,             0.00011332,             0.00011332,             0.00011332
                     95,                0.48709,                0.38852,                0.81847,                0.99518,                      1,                  0.995,                0.86837,                 0.4962,                0.28931,                0.79795,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     96,                0.45898,                 0.3766,                0.82665,                0.99599,                      1,                  0.995,                0.86893,                 0.5095,                0.29358,                0.79982,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     97,                0.46662,                0.37341,                0.82716,                0.99741,                0.99946,                  0.995,                 0.8702,                0.51415,                0.29227,                0.79979,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     98,                0.47437,                0.36977,                0.82135,                0.99731,                0.99841,                  0.995,                0.87147,                0.51375,                0.29127,                0.79975,             5.6731e-05,             5.6731e-05,             5.6731e-05
                     99,                0.45793,                0.37858,                0.80632,                0.99728,                0.99965,                  0.995,                0.87387,                0.51584,                0.29168,                 0.8005,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    100,                0.46224,                 0.3621,                0.83555,                0.99667,                      1,                  0.995,                0.87344,                0.51481,                0.29119,                0.80108,             2.8437e-05,             2.8437e-05,             2.8437e-05
